Client_ID,Nom,Prenom,Type_Client,Statut_Client,Type_Compte,Age,Wilaya,Secteur_Activite,Type_Credit,Anciennete_Client_Ans,Revenu_Mensuel_DZD,Charges_Mensuelles_DZD,Montant_Credit_DZD,Echeance_Mensuelle_DZD,Duree_Credit_Mois,Taux_Interet_Pct,Utilisation_Credit_Pct,Historique_Paiement,Retards_30J,Retards_90J,Jours_Impayes,Decouvert_90J,Volatilite_Cashflow_Pct,Solde_Moyen_DZD,Garantie_Couverture_Pct
BNA002562,Boudiaf,Ilyes,Particulier,Actif,Compte courant,35,Djelfa,Transport,Crédit personnel,0.4,97600.0,24500.0,1495000.0,36100.0,48,7.4,27.6,0.9,1,0,0,0,22.3,274300.0,16.9
BNA002563,Djelloul,Nabil,PME,Actif,Compte professionnel,65,Blida,Services,Crédit d'investissement,4.0,281200.0,146800.0,1086000.0,34400.0,36,8.69,92.9,0.535,2,0,5,1,69.4,-271600.0,88.2
BNA002564,Saidi,Bilal,Particulier,Actif,Compte épargne,31,Laghouat,Agriculture,Crédit équipement,7.5,71800.0,34400.0,799000.0,25400.0,36,8.91,81.3,0.549,3,1,45,2,59.6,68100.0,75.4
BNA002565,Mebarki,Rachid,Particulier,Actif,Compte professionnel,53,Alger,Transport,Crédit personnel,12.4,36300.0,23600.0,409000.0,12300.0,36,5.05,69.7,0.156,2,0,60,3,25.1,-27500.0,51.4
BNA002566,Chibani,Amine,Professionnel,Actif,Compte épargne,53,Oran,Santé,Crédit d'investissement,3.3,176800.0,109200.0,1522000.0,21300.0,84,4.77,78.9,0.296,4,1,90,1,35.0,81600.0,45.5
BNA002567,Benyahia,Oussama,PME,Actif,Compte courant,33,Alger,Transport,Crédit d'investissement,4.6,737400.0,495600.0,8519000.0,190300.0,48,3.45,75.7,0.362,2,0,60,1,48.8,1253900.0,65.7
BNA002568,Mansouri,Zakaria,Particulier,Actif,Compte professionnel,65,Alger,Santé,Crédit personnel,6.9,59700.0,19300.0,408000.0,18200.0,24,6.82,11.6,0.71,0,0,0,1,30.2,16400.0,81.9
BNA002569,Gacem,Mohamed,Particulier,Actif,Compte entreprise,47,Sétif,Santé,Crédit équipement,3.2,56300.0,24700.0,206000.0,17800.0,12,6.67,25.2,0.836,0,0,0,0,17.5,80600.0,144.7
BNA002570,Bensalem,Hichem,Particulier,Actif,Compte courant,43,Biskra,Agriculture,Crédit personnel,11.0,93100.0,67900.0,436000.0,7300.0,72,6.49,74.3,0.048,2,1,30,0,56.2,-19400.0,20.7
BNA002571,Mokhtar,Islam,Particulier,Actif,Compte courant,47,Béjaïa,BTPH,Crédit immobilier,2.1,52200.0,30300.0,322000.0,10400.0,36,10.06,40.0,0.468,5,2,30,2,66.5,-60400.0,59.9
BNA002572,Slimani,Bilal,Professionnel,Actif,Compte épargne,48,Laghouat,Pharmacie,Crédit immobilier,11.4,137600.0,91100.0,1142000.0,23500.0,60,8.55,93.8,0.357,2,0,10,1,40.2,152700.0,45.3
BNA002573,Slimani,Mohamed,PME,Actif,Compte professionnel,32,Alger,BTPH,Crédit personnel,9.4,423300.0,112400.0,1854000.0,84900.0,24,9.21,9.5,0.611,0,0,0,0,19.0,1316800.0,110.0
BNA002574,Cherif,Islam,PME,Actif,Compte courant,48,Batna,Agriculture,Crédit d'investissement,5.8,1176200.0,837000.0,5133000.0,438700.0,12,4.68,42.5,0.462,3,1,90,1,22.9,-907700.0,89.5
BNA002575,Hadji,Kamel,Professionnel,Actif,Compte épargne,38,Annaba,BTPH,Crédit personnel,12.9,386700.0,248300.0,3216000.0,80100.0,48,9.05,71.2,0.017,1,2,90,0,42.4,958500.0,63.6
BNA002576,Guediri,Islam,PME,Actif,Compte courant,37,Laghouat,BTPH,Crédit d'exploitation,8.6,527100.0,287800.0,6763000.0,113700.0,84,10.4,71.3,0.377,0,1,30,0,40.3,-202600.0,78.7
BNA002577,Djelloul,Tarek,Particulier,Actif,Compte professionnel,26,Tlemcen,BTPH,Crédit équipement,5.9,35000.0,25500.0,374000.0,32900.0,12,10.23,74.9,0.886,3,1,30,2,55.9,23700.0,29.0
BNA002578,Mebarki,Ibrahim,Particulier,Actif,Compte entreprise,37,Batna,Pharmacie,Crédit d'exploitation,17.4,88200.0,20500.0,1732000.0,78400.0,24,8.12,34.8,0.639,0,0,0,0,44.2,107500.0,86.2
BNA002579,Zerrouki,Salim,PME,Actif,Compte courant,45,Constantine,Services,Crédit d'exploitation,2.1,764100.0,168300.0,7665000.0,128000.0,84,10.19,35.1,0.831,1,0,0,0,10.6,2029700.0,98.8
BNA002580,Touati,Ilyes,Particulier,Actif,Compte courant,38,Oran,Industrie,Crédit d'investissement,9.2,154600.0,80800.0,1916000.0,59300.0,36,7.15,37.4,0.504,2,0,150,3,51.9,110100.0,60.4
BNA002581,Touati,Tarek,Particulier,Actif,Compte courant,49,Annaba,Pharmacie,Crédit immobilier,4.5,85900.0,15000.0,377000.0,9000.0,48,7.04,49.9,0.71,0,0,5,1,27.4,205100.0,109.7
BNA002582,Mokhtar,Abdelkader,Particulier,Actif,Compte courant,25,Oran,Transport,Crédit d'investissement,15.0,81100.0,52000.0,1280000.0,39500.0,36,6.96,50.1,0.34,3,1,180,2,55.0,22600.0,52.5
BNA002583,Khelifi,Nabil,Particulier,Actif,Compte entreprise,63,Blida,Industrie,Crédit personnel,5.6,56800.0,24300.0,534000.0,11200.0,60,9.61,40.2,0.335,4,0,60,1,42.6,43800.0,109.9
BNA002584,Slimani,Mohamed,Professionnel,Actif,Compte courant,31,Béjaïa,BTPH,Crédit immobilier,8.6,425500.0,243800.0,5666000.0,180000.0,36,8.95,86.4,0.508,0,2,60,1,70.3,790200.0,57.3
BNA002585,Khelifi,Mourad,PME,Actif,Compte courant,45,Béjaïa,Transport,Crédit d'exploitation,4.6,344700.0,172500.0,1138000.0,21300.0,72,10.33,81.8,0.749,0,0,90,0,51.9,86300.0,80.4
BNA002586,Chibani,Imad,Particulier,Actif,Compte courant,30,Sétif,BTPH,Crédit immobilier,16.8,63400.0,15000.0,577000.0,9600.0,72,6.22,12.2,0.604,0,0,0,0,14.5,205800.0,83.6
BNA002587,Benyahia,Ahmed,Professionnel,Actif,Compte épargne,57,Batna,BTPH,Crédit personnel,13.9,179700.0,30600.0,1149000.0,28900.0,48,9.65,16.7,0.725,1,0,0,0,23.9,273500.0,158.4
BNA002588,Cherif,Aymen,Professionnel,Actif,Compte entreprise,63,Tlemcen,Agriculture,Crédit d'investissement,5.5,156100.0,108200.0,955000.0,23600.0,48,8.61,59.3,0.38,2,0,5,1,27.0,-309900.0,64.2
BNA002589,Larbi,Salim,PME,Actif,Compte courant,44,Djelfa,Transport,Crédit d'investissement,3.8,1557800.0,1065800.0,8933000.0,221300.0,48,8.76,50.1,0.526,5,0,0,4,34.0,-1548500.0,64.2
BNA002590,Guediri,Aymen,Particulier,Actif,Compte courant,60,Constantine,Services,Crédit équipement,12.7,118600.0,44600.0,2310000.0,39800.0,72,7.35,43.6,0.794,0,0,0,0,29.6,280000.0,92.0
BNA002591,Yahiaoui,Nassim,Particulier,Inactif,Compte courant,64,Batna,Agriculture,Crédit d'exploitation,5.3,73400.0,37900.0,1005000.0,25700.0,48,10.33,79.8,0.472,1,1,90,4,33.1,169600.0,110.1
BNA002592,Mansouri,Tarek,PME,Actif,Compte courant,33,Constantine,Pharmacie,Crédit personnel,15.8,1815400.0,817300.0,8769000.0,169300.0,60,5.94,64.3,0.642,4,0,90,1,27.6,338500.0,75.6
BNA002593,Amrani,Abdelkader,Particulier,Actif,Compte courant,59,Annaba,Commerce,Crédit d'exploitation,1.9,73700.0,45300.0,1111000.0,16200.0,84,6.01,70.8,0.576,1,0,0,2,21.4,15200.0,47.9
BNA002594,Slimani,Youcef,Professionnel,Actif,Compte courant,31,Blida,Transport,Crédit d'exploitation,10.1,360400.0,113700.0,2973000.0,127900.0,24,3.08,45.6,0.896,0,0,0,0,6.9,493700.0,130.5
BNA002595,Belkacem,Imad,Particulier,Actif,Compte courant,40,Constantine,Agriculture,Crédit immobilier,2.8,117800.0,47800.0,722000.0,16600.0,48,4.9,84.9,0.643,0,1,90,1,36.0,-74200.0,98.0
BNA002596,Belkacem,Sofiane,Particulier,Actif,Compte courant,41,Constantine,Transport,Crédit d'exploitation,7.8,109900.0,84400.0,1639000.0,34400.0,60,9.51,46.6,0.784,0,0,60,2,45.6,-65600.0,28.4
BNA002597,Cherif,Youcef,Particulier,Actif,Compte courant,50,Djelfa,Santé,Crédit équipement,7.1,67000.0,24800.0,460000.0,8400.0,60,3.46,28.5,0.799,0,0,0,1,21.0,314600.0,60.1
BNA002598,Gacem,Karim,Particulier,Actif,Compte courant,52,Sétif,Agriculture,Crédit d'exploitation,13.6,57900.0,33700.0,213000.0,4900.0,48,4.84,80.8,0.172,3,1,0,1,28.5,51500.0,100.9
BNA002599,Gacem,Islam,Particulier,Actif,Compte courant,53,Alger,Services,Crédit d'investissement,4.2,127200.0,42500.0,776000.0,23800.0,36,6.51,27.5,0.727,1,0,0,2,13.8,223700.0,113.3
BNA002600,Haddad,Mourad,PME,Actif,Compte courant,33,Biskra,Commerce,Crédit immobilier,3.2,492000.0,260900.0,3993000.0,66600.0,72,6.23,66.4,0.447,1,0,45,1,48.2,899200.0,64.8
BNA002601,Haddad,Anis,Professionnel,Actif,Compte professionnel,47,Tlemcen,BTPH,Crédit d'exploitation,8.0,168700.0,134700.0,2028000.0,45500.0,48,3.73,59.9,0.613,2,1,120,1,28.7,-37100.0,65.8
BNA002602,Brahimi,Zakaria,Particulier,Actif,Compte courant,23,Djelfa,Industrie,Crédit immobilier,8.0,61600.0,45800.0,1178000.0,18100.0,72,3.38,55.0,0.622,1,1,120,2,58.6,-93600.0,51.3
BNA002603,Boudiaf,Hichem,PME,Actif,Compte courant,34,Annaba,Pharmacie,Crédit personnel,6.1,691700.0,147000.0,10915000.0,264900.0,48,7.69,57.4,0.819,0,0,0,0,11.6,1417900.0,128.5
BNA002604,Zerrouki,Bilal,Professionnel,Actif,Compte épargne,23,Sétif,BTPH,Crédit d'investissement,8.4,105600.0,63900.0,1245000.0,19300.0,84,7.8,88.5,0.662,1,2,90,2,26.2,252200.0,47.9
BNA002605,Nouri,Kamel,Particulier,Actif,Compte courant,24,Tlemcen,Santé,Crédit équipement,3.5,99500.0,20800.0,835000.0,13500.0,72,5.07,15.4,0.901,0,0,15,0,31.9,151000.0,72.6
BNA002606,Mokhtar,Samir,PME,Actif,Compte professionnel,49,Tlemcen,Commerce,Crédit immobilier,6.3,1094700.0,546400.0,4144000.0,88600.0,60,10.25,49.4,0.758,0,0,10,0,18.4,4008600.0,74.5
BNA002607,Amrani,Bilal,Professionnel,Actif,Compte courant,34,Béjaïa,Agriculture,Crédit personnel,4.0,272100.0,231200.0,2920000.0,85600.0,36,3.55,92.8,0.363,1,1,90,1,55.7,159000.0,36.2
BNA002608,Benyahia,Salim,PME,Actif,Compte professionnel,46,Biskra,Commerce,Crédit d'exploitation,4.5,733000.0,317500.0,9122000.0,231800.0,48,10.1,61.2,0.025,1,2,10,7,49.4,-168100.0,87.0
BNA002609,Slimani,Riad,Professionnel,Actif,Compte entreprise,24,Annaba,BTPH,Crédit équipement,6.5,353300.0,194200.0,2622000.0,51700.0,60,6.79,72.8,0.334,0,1,0,2,11.8,-228900.0,40.1
BNA002610,Guediri,Zakaria,Particulier,Actif,Compte professionnel,53,Alger,BTPH,Crédit d'exploitation,5.5,66300.0,29400.0,548000.0,10500.0,60,5.62,91.0,0.326,4,0,45,2,31.4,43000.0,90.5
BNA002611,Saidi,Ibrahim,Particulier,Actif,Compte épargne,41,Béjaïa,Commerce,Crédit d'exploitation,3.4,81600.0,21000.0,634000.0,28100.0,24,6.11,22.3,0.869,1,0,5,0,11.0,13600.0,98.6
BNA002612,Belaid,Yacine,Particulier,Actif,Compte courant,45,Batna,Transport,Crédit d'exploitation,11.9,109000.0,19100.0,527000.0,8100.0,72,3.24,37.9,0.646,0,0,0,1,36.2,128700.0,115.0
BNA002613,Benali,Karim,Grande Entreprise,Actif,Compte épargne,52,Annaba,Agriculture,Crédit d'exploitation,3.2,1426100.0,1034200.0,6136000.0,179200.0,36,3.29,62.7,0.527,2,2,30,4,62.0,-1510600.0,72.0
BNA002614,Larbi,Farid,Particulier,Actif,Compte courant,65,Batna,Agriculture,Crédit équipement,4.5,65800.0,30700.0,817000.0,18200.0,48,3.3,78.7,0.771,0,1,15,2,46.0,19800.0,47.6
BNA002615,Guediri,Yacine,PME,Actif,Compte courant,43,Sétif,Santé,Crédit personnel,1.3,459400.0,298800.0,4140000.0,123200.0,36,4.53,79.9,0.436,3,1,60,2,38.0,435600.0,37.5
BNA002616,Brahimi,Zakaria,Particulier,Actif,Compte courant,47,Laghouat,Pharmacie,Crédit personnel,3.1,91800.0,55900.0,587000.0,11300.0,60,5.79,87.5,0.845,0,1,90,0,52.3,145100.0,99.6
BNA002617,Mebarki,Ilyes,PME,Actif,Compte professionnel,26,Batna,Commerce,Crédit personnel,8.1,1020800.0,456500.0,7976000.0,141500.0,72,8.43,38.1,0.547,0,0,0,0,10.0,-326200.0,157.5
BNA002618,Benali,Yacine,Professionnel,Actif,Compte courant,60,Tlemcen,Transport,Crédit d'investissement,14.5,176600.0,46500.0,2133000.0,37800.0,72,8.4,2.0,0.887,2,0,0,0,12.6,82200.0,76.4
BNA002619,Khelifi,Nassim,Particulier,Actif,Compte courant,31,Constantine,Services,Crédit immobilier,5.5,108900.0,37000.0,1225000.0,19500.0,72,4.65,28.2,0.933,1,0,0,0,21.4,194000.0,71.0
BNA002620,Amrani,Abdelkader,PME,Actif,Compte courant,27,Béjaïa,Industrie,Crédit d'exploitation,8.4,624500.0,410400.0,8532000.0,267100.0,36,7.92,84.8,0.695,1,2,120,2,39.2,1782700.0,4.8
BNA002621,Boudiaf,Anis,Grande Entreprise,Suspendu,Compte courant,57,Béjaïa,Industrie,Crédit équipement,1.8,4190200.0,3090400.0,23300000.0,435100.0,60,4.57,79.2,0.226,2,1,30,1,45.1,1966200.0,40.6
BNA002622,Zerrouki,Walid,Grande Entreprise,Actif,Compte courant,49,Djelfa,BTPH,Crédit d'investissement,5.9,1400000.0,647400.0,6040000.0,107200.0,72,8.44,89.4,0.285,1,0,90,1,39.3,2464400.0,65.7
BNA002623,Mebarki,Anis,Particulier,Actif,Compte professionnel,60,Batna,Services,Crédit personnel,8.0,227700.0,139400.0,1019000.0,87000.0,12,4.52,30.2,0.393,0,2,90,1,52.1,277600.0,96.0
BNA002624,Mansouri,Nabil,Particulier,Actif,Compte professionnel,47,Béjaïa,Agriculture,Crédit équipement,11.8,71900.0,39200.0,511000.0,9900.0,60,5.9,71.3,0.203,3,0,120,4,40.9,-52500.0,40.1
BNA002625,Brahimi,Farid,Particulier,Actif,Compte épargne,45,Batna,Transport,Crédit équipement,7.4,109900.0,32600.0,1099000.0,94900.0,12,6.53,59.9,0.208,2,1,180,2,21.2,-35100.0,62.7
BNA002626,Gacem,Yacine,Particulier,Suspendu,Compte épargne,38,Alger,Commerce,Crédit équipement,7.6,87800.0,44000.0,1054000.0,34200.0,36,10.38,64.5,0.158,2,0,10,4,30.2,-53500.0,97.0
BNA002627,Amrani,Aymen,Particulier,Actif,Compte courant,41,Béjaïa,Industrie,Crédit personnel,4.7,131300.0,62400.0,2435000.0,44400.0,60,3.63,76.7,0.244,1,1,10,2,14.1,22100.0,84.1
BNA002628,Nouri,Mohamed,Professionnel,Actif,Compte courant,32,Sétif,Commerce,Crédit immobilier,2.8,158400.0,92200.0,860000.0,39300.0,24,9.0,84.8,0.393,2,1,30,2,39.7,-7800.0,18.6
BNA002629,Guediri,Amine,Particulier,Inactif,Compte épargne,56,Oran,Agriculture,Crédit personnel,6.4,139100.0,15100.0,800000.0,12200.0,72,3.16,29.5,0.808,0,0,0,0,29.8,-105000.0,61.7
BNA002630,Belkacem,Ahmed,Particulier,Actif,Compte courant,23,Batna,Services,Crédit équipement,11.3,49300.0,35100.0,200000.0,4000.0,60,7.45,83.1,0.352,1,1,30,4,63.6,-47600.0,64.6
BNA002631,Brahimi,Islam,Particulier,Actif,Compte épargne,30,Constantine,Pharmacie,Crédit équipement,5.2,48400.0,27800.0,581000.0,12200.0,60,9.63,43.0,0.389,3,2,90,3,73.3,-100.0,41.9
BNA002632,Ferhat,Mourad,PME,Actif,Compte entreprise,34,Annaba,Agriculture,Crédit d'investissement,11.9,843400.0,571400.0,2243000.0,40900.0,60,3.6,57.3,0.595,1,2,90,2,49.4,-716300.0,36.1
BNA002633,Touati,Riad,Particulier,Actif,Compte professionnel,41,Béjaïa,Agriculture,Crédit d'investissement,18.0,81000.0,53000.0,229000.0,19800.0,12,6.75,78.4,0.446,1,0,15,2,56.5,86700.0,39.3
BNA002634,Chibani,Walid,PME,Actif,Compte épargne,28,Batna,Transport,Crédit d'investissement,14.0,609400.0,380600.0,4998000.0,104600.0,60,9.33,78.5,0.431,0,0,90,2,13.6,177600.0,76.9
BNA002635,Larbi,Aymen,Particulier,Actif,Compte courant,29,Constantine,Agriculture,Crédit d'investissement,8.4,236200.0,123300.0,2142000.0,41900.0,60,6.53,84.5,0.111,2,0,30,3,46.2,350800.0,115.1
BNA002636,Mokhtar,Islam,Particulier,Actif,Compte entreprise,52,Batna,Santé,Crédit d'exploitation,3.4,82600.0,43100.0,399000.0,5700.0,84,5.23,82.6,0.674,2,3,60,1,59.1,-31400.0,14.6
BNA002637,Haddad,Abdelkader,Professionnel,Actif,Compte courant,23,Annaba,Commerce,Crédit équipement,14.5,218800.0,21500.0,2461000.0,78400.0,36,9.13,37.2,0.843,0,0,0,0,26.7,257000.0,142.5
BNA002638,Mebarki,Tarek,Particulier,Actif,Compte entreprise,55,Sétif,Commerce,Crédit personnel,1.8,72200.0,18000.0,709000.0,16000.0,48,3.99,32.3,0.675,0,0,0,0,19.6,143200.0,42.5
BNA002639,Nouri,Aymen,Particulier,Actif,Compte entreprise,25,Djelfa,Transport,Crédit d'exploitation,2.5,63500.0,23500.0,456000.0,14800.0,36,10.33,32.9,0.412,0,0,0,0,29.2,71700.0,123.3
BNA002640,Benali,Imad,Particulier,Actif,Compte épargne,53,Béjaïa,Pharmacie,Crédit équipement,11.3,58400.0,40600.0,339000.0,8000.0,48,5.98,91.5,0.389,4,1,30,2,17.0,-51900.0,65.0
BNA002641,Yahiaoui,Hichem,Particulier,Actif,Compte courant,57,Tlemcen,BTPH,Crédit personnel,1.9,72300.0,41600.0,402000.0,6600.0,84,9.84,80.1,0.771,0,1,10,2,38.8,47100.0,25.2
BNA002642,Gacem,Mourad,Particulier,Actif,Compte courant,49,Biskra,Agriculture,Crédit immobilier,6.1,227200.0,153900.0,967000.0,18500.0,60,5.63,86.8,0.721,3,1,0,2,48.8,-145800.0,82.2
BNA002643,Mebarki,Ibrahim,Particulier,Actif,Compte épargne,59,Blida,Industrie,Crédit d'exploitation,3.8,86100.0,41200.0,1129000.0,22000.0,60,6.27,57.6,0.387,2,1,180,1,35.2,9000.0,14.1
BNA002644,Chibani,Sofiane,Grande Entreprise,Actif,Compte professionnel,54,Batna,Commerce,Crédit d'investissement,7.6,2723300.0,1632300.0,24218000.0,575100.0,48,6.57,63.4,0.529,6,0,45,2,33.0,835600.0,18.3
BNA002645,Mebarki,Ibrahim,Particulier,Actif,Compte courant,38,Béjaïa,Pharmacie,Crédit d'exploitation,12.1,79300.0,36100.0,674000.0,17000.0,48,9.7,44.0,0.139,2,1,60,4,66.2,216900.0,71.2
BNA002646,Meziane,Riad,Particulier,Actif,Compte courant,40,Béjaïa,Services,Crédit d'exploitation,2.9,38200.0,15000.0,353000.0,7300.0,60,8.93,17.4,0.809,0,0,0,0,16.2,76900.0,106.1
BNA002647,Cherif,Adel,PME,Actif,Compte courant,37,Oran,Santé,Crédit personnel,14.4,738900.0,547500.0,4871000.0,89500.0,72,9.71,57.1,0.333,1,3,150,1,40.9,-441400.0,99.0
BNA002648,Benali,Sofiane,Particulier,Actif,Compte professionnel,41,Tlemcen,BTPH,Crédit d'investissement,15.8,85200.0,15500.0,938000.0,19700.0,60,9.44,83.9,0.045,1,0,45,2,23.9,-83000.0,17.4
BNA002649,Mansouri,Ibrahim,Particulier,Actif,Compte professionnel,28,Biskra,Services,Crédit équipement,8.1,75700.0,51300.0,309000.0,4900.0,72,4.58,83.1,0.728,3,0,45,3,33.9,123600.0,77.1
BNA002650,Touati,Salim,Particulier,Actif,Compte courant,38,Blida,Transport,Crédit équipement,7.9,49100.0,23900.0,413000.0,18700.0,24,8.18,70.4,0.058,2,0,45,4,48.2,62000.0,57.2
BNA002651,Brahimi,Oussama,Particulier,Actif,Compte courant,54,Béjaïa,Agriculture,Crédit d'investissement,3.8,78600.0,59200.0,606000.0,10700.0,72,8.4,83.3,0.268,1,3,5,1,45.3,27600.0,47.6
BNA002652,Gacem,Zakaria,Professionnel,Actif,Compte professionnel,52,Alger,Industrie,Crédit d'exploitation,5.4,127800.0,96600.0,866000.0,12400.0,84,5.43,84.9,0.077,1,0,30,2,75.8,247800.0,84.7
BNA002653,Amrani,Aymen,PME,Actif,Compte professionnel,26,Tlemcen,Agriculture,Crédit immobilier,12.2,920900.0,204800.0,8854000.0,779900.0,12,10.36,28.3,0.623,0,0,0,1,19.9,977700.0,108.1
BNA002654,Saidi,Salim,Particulier,Actif,Compte courant,57,Oran,Services,Crédit d'exploitation,12.3,60700.0,41900.0,707000.0,13900.0,60,6.77,44.5,0.514,1,0,60,0,48.2,-43600.0,83.2
BNA002655,Cherif,Ahmed,PME,Actif,Compte professionnel,55,Annaba,Agriculture,Crédit d'exploitation,19.9,681600.0,306900.0,3115000.0,64100.0,60,8.65,70.4,0.224,2,1,180,1,41.1,432900.0,62.2
BNA002656,Chibani,Walid,Professionnel,Actif,Compte courant,33,Constantine,Agriculture,Crédit d'exploitation,7.0,87800.0,54800.0,351000.0,7200.0,60,8.46,71.1,0.237,4,1,90,1,51.0,-2200.0,0.0
BNA002657,Guediri,Mourad,PME,Actif,Compte épargne,35,Laghouat,Santé,Crédit d'investissement,12.0,507500.0,326300.0,3255000.0,61200.0,60,4.83,79.7,0.255,2,0,30,2,9.0,-166200.0,38.3
BNA002658,Belaid,Yacine,Particulier,Actif,Compte épargne,59,Tlemcen,Pharmacie,Crédit d'investissement,12.2,117000.0,15000.0,1436000.0,66100.0,24,9.8,28.4,0.64,0,0,0,0,4.0,404500.0,132.7
BNA002659,Larbi,Amine,Grande Entreprise,Actif,Compte épargne,61,Béjaïa,Transport,Crédit d'investissement,5.0,2402300.0,514400.0,24044000.0,365600.0,72,3.03,37.0,0.691,0,0,0,0,19.3,5401300.0,143.9
BNA002660,Benali,Mohamed,Grande Entreprise,Actif,Compte courant,44,Alger,Commerce,Crédit d'investissement,12.9,3485900.0,1429200.0,20357000.0,936400.0,24,9.68,60.1,0.237,2,2,30,2,45.3,6061300.0,38.3
BNA002661,Benali,Ibrahim,Particulier,Actif,Compte courant,56,Constantine,Pharmacie,Crédit immobilier,0.5,105700.0,72300.0,1381000.0,22700.0,84,9.69,67.5,0.745,5,0,180,5,64.7,287400.0,61.6
BNA002662,Bensalem,Nassim,Particulier,Actif,Compte entreprise,35,Djelfa,Pharmacie,Crédit immobilier,13.5,77100.0,17000.0,957000.0,21900.0,48,4.59,30.3,0.428,1,0,0,0,24.2,293000.0,142.1
BNA002663,Khelifi,Youcef,PME,Actif,Compte professionnel,37,Béjaïa,BTPH,Crédit personnel,2.1,130700.0,95500.0,1093000.0,47600.0,24,4.35,99.4,0.209,3,0,45,1,40.3,73400.0,86.5
BNA002664,Brahimi,Bilal,Particulier,Actif,Compte professionnel,61,Oran,Pharmacie,Crédit immobilier,8.5,71700.0,49200.0,639000.0,11800.0,60,4.26,63.4,0.559,4,0,150,4,55.6,-147000.0,87.6
BNA002665,Saidi,Anis,Particulier,Actif,Compte épargne,55,Alger,Services,Crédit personnel,3.7,130400.0,17500.0,877000.0,25500.0,36,3.02,22.7,0.518,0,0,15,0,33.0,42500.0,102.4
BNA002666,Touati,Abdelkader,Grande Entreprise,Actif,Compte entreprise,45,Biskra,BTPH,Crédit personnel,1.1,2019700.0,532800.0,10507000.0,225600.0,60,10.45,20.3,0.67,2,1,0,0,27.7,5806000.0,107.0
BNA002667,Dahmani,Adel,PME,Actif,Compte courant,40,Constantine,Santé,Crédit personnel,8.1,640700.0,272300.0,3809000.0,67900.0,72,8.62,87.7,0.15,0,1,45,0,61.6,270500.0,26.1
BNA002668,Mansouri,Hichem,Particulier,Actif,Compte entreprise,44,Laghouat,Pharmacie,Crédit d'exploitation,16.4,191100.0,139000.0,1236000.0,25500.0,60,8.68,80.3,0.17,3,0,30,1,38.7,169800.0,46.2
BNA002669,Amrani,Rachid,Professionnel,Actif,Compte entreprise,53,Tlemcen,Agriculture,Crédit d'investissement,3.4,200300.0,112200.0,1928000.0,87900.0,24,8.77,82.1,0.135,0,2,15,3,56.4,133300.0,89.2
BNA002670,Guediri,Ilyes,Particulier,Actif,Compte professionnel,33,Oran,Agriculture,Crédit d'investissement,5.0,114900.0,27400.0,423000.0,5700.0,84,3.51,30.2,0.601,0,0,0,0,25.4,-34400.0,82.5
BNA002671,Brahimi,Hichem,PME,Actif,Compte courant,41,Annaba,Industrie,Crédit équipement,2.1,497800.0,238100.0,7347000.0,144900.0,60,6.83,69.3,0.432,1,0,45,2,36.2,-245400.0,121.8
BNA002672,Brahimi,Youcef,Professionnel,Actif,Compte épargne,44,Biskra,Agriculture,Crédit personnel,10.8,136400.0,84500.0,1332000.0,23600.0,72,8.42,44.8,0.331,5,3,120,1,32.6,-14900.0,88.9
BNA002673,Nouri,Walid,Particulier,Actif,Compte entreprise,32,Batna,Santé,Crédit d'exploitation,5.5,167100.0,55300.0,666000.0,13300.0,60,7.37,2.0,0.818,2,0,0,0,14.8,195200.0,151.3
BNA002674,Hadji,Nabil,Particulier,Actif,Compte épargne,36,Annaba,Commerce,Crédit d'exploitation,8.1,74300.0,56300.0,614000.0,12400.0,60,7.69,68.0,0.083,3,1,10,6,48.1,173200.0,25.8
BNA002675,Ferhat,Mohamed,Particulier,Actif,Compte courant,39,Constantine,Services,Crédit d'exploitation,6.4,50600.0,20800.0,512000.0,8900.0,72,7.86,59.9,0.158,0,1,60,3,55.6,-59700.0,63.7
BNA002676,Dahmani,Youcef,Grande Entreprise,Actif,Compte courant,54,Tlemcen,Services,Crédit d'investissement,3.0,2504200.0,1808100.0,6777000.0,131600.0,60,6.17,78.1,0.237,0,2,60,3,35.2,-2881100.0,41.6
BNA002677,Khelifi,Ahmed,Particulier,Actif,Compte courant,34,Biskra,Commerce,Crédit d'exploitation,1.1,113000.0,66100.0,1340000.0,28200.0,60,9.57,61.7,0.458,1,0,120,4,48.9,-80600.0,72.7
BNA002678,Touati,Ibrahim,Particulier,Actif,Compte épargne,28,Alger,Commerce,Crédit personnel,4.1,120200.0,30000.0,1892000.0,34500.0,72,9.4,35.3,0.657,0,0,10,0,14.6,405500.0,88.4
BNA002679,Belkacem,Salim,Particulier,Actif,Compte épargne,35,Alger,Commerce,Crédit d'investissement,0.9,52900.0,36900.0,452000.0,6800.0,84,7.06,92.3,0.405,2,1,45,2,62.5,28100.0,64.3
BNA002680,Rahmani,Anis,Particulier,Actif,Compte courant,43,Constantine,Transport,Crédit d'exploitation,2.8,170500.0,53300.0,520000.0,11800.0,48,4.45,70.3,0.305,2,0,180,4,36.6,123700.0,61.8
BNA002681,Belaid,Abdelkader,Particulier,Actif,Compte professionnel,25,Tlemcen,Industrie,Crédit immobilier,8.6,89500.0,47000.0,562000.0,11300.0,60,7.53,88.9,0.402,2,0,10,3,49.2,-45600.0,65.7
